FID,COUNTRY,ISO_CODE,ISO_CC,ISO_SUB,NUTS_ID,CNTR_CODE,EFAS_name,ID
1143,Libya,LYTB,LY,TB, , ,Tarabulus,980
1339, , , , ,BG334,BG,Targovishte,1339
1144,Libya,LYTM,LY,TM, , ,Tarhunah-Masallatah,981
1538, , , , ,FR627,FR,Tarn,1547
1539, , , , ,FR628,FR,Tarn-et-Garonne,1548
1437, , , , ,ES514,ES,Tarragona,1444
1145,Estonia,EE78,EE,78, , ,Tartumaa,982
1146,Syria,SYTA,SY,TA, , ,Tartus,983
1147,Syria,SYTA,SY,TA, , ,Tartus,984
1148,Tunisia,TN83,TN,83, , ,Tataouine,985
1149,Lithuania,LTTA,LT,TA, , ,Taurages Apskritis,986
1582, , , , ,LT007,LT,Taurages apskritis,1591
1150,Armenia,AMTV,AM,TV, , ,Tavus,987
114,Morocco,MA03,MA,3, , ,Taza-Al Hoceima-Taounate,114
115,Morocco,MA03,MA,3, , ,Taza-Al Hoceima-Taounate,115
1136,Georgia,GETB,GE,TB, , ,Tbilisi,973
1151,The Former Yugoslav Republic of Macedonia,MK75,MK,75, , ,Tearce,988
1152,Algeria,DZ12,DZ,12, , ,Tebessa,989
961, , , , ,UKC1,UK,Tees Valley and Durham,1289
959, , , , ,TR21,TR,Tekirdag,1264
1153,Turkey,TR59,TR,59, , ,Tekirdag,990
1154,Israel,ILTA,IL,TA, , ,Tel-Aviv,991
1155,Norway,NO08,NO,8, , ,Telemark,992
1156,Norway,NO08,NO,8, , ,Telemark,993
1157,Norway,NO08,NO,8, , ,Telemark,994
1732, , , , ,NO034,NO,Telemark,1616
1663, , , , ,RO317,RO,Teleorman,1686
1583, , , , ,LT008,LT,Telsiu apskritis,1592
1158,Ukraine,UA61,UA,61, , ,Ternopilska Oblast,995
1513, , , , ,FR434,FR,Territoire de Belfort,1522
1415, , , , ,ES242,ES,Teruel,1422
1159,The Former Yugoslav Republic of Macedonia,MK76,MK,76, , ,Tetovo,996
892, , , , ,EL14,EL,THessalia,1197
1160,Greece,GRV,GR,V, , ,Thessalia,997
1161,Greece,GRV,GR,V, , ,Thessalia,998
1162,Greece,GRV,GR,V, , ,Thessalia,999
1371, , , , ,CH057,CH,Thurgau,1372
888, , , , ,DEG0,DE,Thuringen,1193
1163,Algeria,DZ14,DZ,14, , ,Tiaret,1000
1372, , , , ,CH070,CH,Ticino,1379
1164,Moldova,MDTI,MD,TI, , ,Tighina,1001
813,Romania,ROTM,RO,TM, , ,Timis,1002
1674, , , , ,RO424,RO,Timis,1697
116,Algeria,DZ37,DZ,37, , ,Tindouf,116
1165,Algeria,DZ42,DZ,42, , ,Tipaza,1003
1166,Albania,AL11,AL,11, , ,Tirane,1004
838, , , , ,AT33,AT,Tirol,1142
1167,Algeria,DZ38,DZ,38, , ,Tissemsilt,1005
1168,Montenegro,ME19,ME,19, , ,Tivat,1006
1169,Algeria,DZ15,DZ,15, , ,Tizi Ouzou,1007
117,Algeria,DZ13,DZ,13, , ,Tlemcen,117
1431, , , , ,ES425,ES,Toledo,1438
1170,Serbia,RS21,RS,21, , ,Toplica,1008
926, , , , ,ITI1,IT,Toscana,1231
1171,Italy,IT52,IT,52, , ,Toscana,1009
1172,Italy,IT52,IT,52, , ,Toscana,1010
1173,Tunisia,TN72,TN,72, , ,Tozeur,1011
1174,Turkey,TR61,TR,61, , ,Trabzon,1012
1296, , , , ,TR90,TR,Trabzon,1281
1710, , , , ,SK022,SK,Trenciansky kraj,1733
880, , , , ,DEB2,DE,Trier,1185
1709, , , , ,SK021,SK,Trnavsky kraj,1732
1175,Norway,NO19,NO,19, , ,Troms,1013
1176,Norway,NO19,NO,19, , ,Troms,1014
1177,Norway,NO19,NO,19, , ,Troms,1015
1178,Norway,NO19,NO,19, , ,Troms,1016
1603, , , , ,NO072,NO,Troms,1626
854, , , , ,DE14,DE,Tubingen,1159
1179,Latvia,LVTU,LV,TU, , ,Tukuma Aprinkis,1017
1181,Romania,ROTL,RO,TL, , ,Tulcea,1019
1182,Romania,ROTL,RO,TL, , ,Tulcea,1020
1183,Romania,ROTL,RO,TL, , ,Tulcea,1021
1655, , , , ,RO225,RO,Tulcea,1678
1180,Russian Federation,RUTUL,RU,TUL, , ,Tulskaya oblast,1018
1184,Turkey,TR62,TR,62, , ,Tunceli,1022
1185,Tunisia,TN11,TN,11, , ,Tunis,1023
1186,Tunisia,TN11,TN,11, , ,Tunis,1024
1187,Russian Federation,RUTVE,RU,TVE, , ,Tverskaya oblast,1025
1188,Russian Federation,RUTYU,RU,TYU, , ,Tyumenskaya oblast,1026
1189,Russian Federation,RUUD,RU,UD, , ,Udmurtskaya Respublika,1027
1191,Montenegro,ME20,ME,20, , ,Ulcinj,1029
118,Ireland,IEU,IE,U, , ,Ulster,118
119,Ireland,IEU,IE,U, , ,Ulster,119
120,Ireland,IEU,IE,U, , ,Ulster,120
1190,Russian Federation,RUULY,RU,ULY, , ,Ulyanovskaya oblast,1028
927, , , , ,ITI2,IT,Umbria,1232
814,Moldova,MDUN,MD,UN, , ,Ungheni,1030
860, , , , ,DE26,DE,Unterfranken,1165
1192,Sweden,SEC,SE,C, , ,Uppsala lan,1031
1193,Sweden,SEC,SE,C, , ,Uppsala lan,1032
1194,Sweden,SEC,SE,C, , ,Uppsala lan,1033
1676, , , , ,SE121,SE,Uppsala lan,1699
1718, , , , ,CH062,CH,Uri,1374
1378, , , , ,CZ042,CZ,Ustecky kraj,1385
1195,Lithuania,LTUT,LT,UT, , ,Utenos Apskritis,1034
1584, , , , ,LT009,LT,Utenos apskritis,1593
936, , , , ,NL31,NL,Utrecht,1241
1355, , , , ,CH012,CH,Valais,1355
1670, , , , ,RO415,RO,Valcea,1693
1478, , , , ,FR107,FR,Val-de-Marne,1487
1479, , , , ,FR108,FR,Val-dOise,1488
1278,Spain,ESVC,ES,VC, , ,Valencia,1133
1279,Spain,ESVC,ES,VC, , ,Valencia,1134
1440, , , , ,ES523,ES,Valencia / Valencia,1447
1425, , , , ,ES418,ES,Valladolid,1432
910, , , , ,ITC2,IT,Valle dAosta/Vallee dAoste,1215
1196,Turkey,TR65,TR,65, , ,Van,1035
1300, , , , ,TRB2,TR,Van,1285
1564, , , , ,FR825,FR,Var,1573
815,Croatia,HR05,HR,5, , ,Varazdinska zupanija,1036
1592, , , , ,MK001,MK,Vardarski,1601
1689, , , , ,SE311,SE,Varmlands lan,1712
1197,Bulgaria,BG03,BG,3, , ,Varna,1037
1336, , , , ,BG331,BG,Varna,1336
1459, , , , ,FI1C1,FI,Varsinais-Suomi,1468
816,Romania,ROVS,RO,VS, , ,Vaslui,1038
1650, , , , ,RO216,RO,Vaslui,1673
1198,Sweden,SEAC,SE,AC, , ,Vasterbottens lan,1039
1199,Sweden,SEAC,SE,AC, , ,Vasterbottens lan,1040
1200,Sweden,SEAC,SE,AC, , ,Vasterbottens lan,1041
1694, , , , ,SE331,SE,Vasterbottens lan,1717
1201,Sweden,SEY,SE,Y, , ,Vasternorrlands lan,1042
1202,Sweden,SEY,SE,Y, , ,Vasternorrlands lan,1043
1203,Sweden,SEY,SE,Y, , ,Vasternorrlands lan,1044
1692, , , , ,SE321,SE,Vasternorrlands lan,1715
1680, , , , ,SE125,SE,Vastmanlands lan,1703
1204,Sweden,SEO,SE,O, , ,Vastra Gotalands Ian,1045
1205,Sweden,SEO,SE,O, , ,Vastra Gotalands Ian,1046
1206,Sweden,SEO,SE,O, , ,Vastra Gotalands Ian,1047
1207,Sweden,SEO,SE,O, , ,Vastra Gotalands Ian,1048
1688, , , , ,SE232,SE,Vastra Gotalands lan,1711
1565, , , , ,FR826,FR,Vaucluse,1574
1354, , , , ,CH011,CH,Vaud,1354
1208,Armenia,AMVD,AM,VD, , ,Vayoc Jor,1049
1331, , , , ,BG321,BG,Veliko Tarnovo,1331
1518, , , , ,FR515,FR,Vendee,1527
817,Italy,IT34,IT,34, , ,Veneto,1050
818,Italy,IT34,IT,34, , ,Veneto,1051
923, , , , ,ITH3,IT,Veneto,1228
1209,Italy,IT34,IT,34, , ,Veneto,1052
1210,Latvia,LVVEN,LV,VEN, , ,Ventspils,1053
1211,Latvia,LVVE,LV,VE, , ,Ventspils Aprinkis,1054
1392, , , , ,DK022,DK,Vest- og Sydsjaelland,1399
1212,Norway,NO10,NO,10, , ,Vest-Agder,1055
1213,Norway,NO10,NO,10, , ,Vest-Agder,1056
1214,Norway,NO10,NO,10, , ,Vest-Agder,1057
1734, , , , ,NO042,NO,Vest-Agder,1618
121,Iceland,IS4,IS,4, , ,Vestfirdir,121
122,Iceland,IS4,IS,4, , ,Vestfirdir,122
123,Iceland,IS4,IS,4, , ,Vestfirdir,123
1215,Norway,NO07,NO,7, , ,Vestfold,1058
1216,Norway,NO07,NO,7, , ,Vestfold,1059
1217,Norway,NO07,NO,7, , ,Vestfold,1060
1731, , , , ,NO033,NO,Vestfold,1615
1395, , , , ,DK041,DK,Vestjylland,1402
124,Iceland,IS3,IS,3, , ,Vesturland,124
125,Iceland,IS3,IS,3, , ,Vesturland,125
126,Iceland,IS3,IS,3, , ,Vesturland,126
127,Portugal,PT16,PT,16, , ,Viana do Castelo,127
1218,Slovenia,SI135,SI,135, , ,Videm,1061
819,Bulgaria,BG05,BG,5, , ,Vidin,1062
1326, , , , ,BG311,BG,Vidin,1326
1590, , , , ,LV008,LV,Vidzeme,1599
1526, , , , ,FR534,FR,Vienne,1535
820,Lithuania,LTVL,LT,VL, , ,Vilniaus Apskritis,1063
1585, , , , ,LT00A,LT,Vilniaus apskritis,1594
1219,Ukraine,UA05,UA,5, , ,Vinnytska Oblast,1064
821,Croatia,HR10,HR,10, , ,Viroviticko-podravska zupanija,1065
822,Belarus,BYVI,BY,VI, , ,Vitsyebskaya voblasts,1066
1411, , , , ,ES213,ES,Vizcaya,1418
1220,Belgium,BEVLG,BE,VLG, , ,Vlaamse Gewest,1067
1221,Russian Federation,RUVLA,RU,VLA, , ,Vladimirskaya oblast,1068
1222,Albania,AL12,AL,12, , ,Vlore,1069
1223,Albania,AL12,AL,12, , ,Vlore,1070
1224,Albania,AL12,AL,12, , ,Vlore,1071
823,Serbia,RSVO,RS,VO, , ,Vojvodina,1072
1225,Russian Federation,RUVGG,RU,VGG, , ,Volgogradskaya oblast,1073
1226,Russian Federation,RUVLG,RU,VLG, , ,Vologodskaya oblast,1074
824,Ukraine,UA07,UA,7, , ,Volynska Oblast,1075
839, , , , ,AT34,AT,Vorarlberg,1143
1227,Austria,AT8,AT,8, , ,Vorarlberg,1076
825,Greece,GRXI,GR,XI, , ,Voreio Aigaio,1077
826,Greece,GRXI,GR,XI, , ,Voreio Aigaio,1078
1228,Greece,GRXI,GR,XI, , ,Voreio Aigaio,1079
1229,Russian Federation,RUVOR,RU,VOR, , ,Voronezhskaya oblast,1080
1230,Estonia,EE86,EE,86, , ,Vorumaa,1081
1507, , , , ,FR414,FR,Vosges,1516
1656, , , , ,RO226,RO,Vrancea,1679
1231,The Former Yugoslav Republic of Macedonia,MK16,MK,16, , ,Vrapciste,1082
1328, , , , ,BG313,BG,Vratsa,1328
1232,Croatia,HR16,HR,16, , ,Vukovarsko-srijemska zupanija,1083
1382, , , , ,CZ063,CZ,Vysocina,1389
128,United Kingdom,GBWLS,GB,WLS, , ,Wales,128
129,United Kingdom,GBWLS,GB,WLS, , ,Wales,129
130,United Kingdom,GBWLS,GB,WLS, , ,Wales,130
131,United Kingdom,GBWLS,GB,WLS, , ,Wales,131
827,Belgium,BEWAL,BE,WAL, , ,Wallonne,1084
956, , , , ,PL62,PL,Warminsko-Mazurskie,1261
1233,Poland,PLWN,PL,WN, , ,Warminsko-mazurskie,1085
1234,Iraq,IQWA,IQ,WA, , ,Wasit,1086
873, , , , ,DE94,DE,Weser-Ems,1178
1570, , , , ,IE013,IE,West,1579
1235,Palestinian Territory,PS,PS, , , ,West Bank,1087
1305, , , , ,UKG3,UK,West Midlands,1305
1319, , , , ,UKL1,UK,West Wales and The Valleys,1319
971, , , , ,UKE4,UK,West Yorkshire,1299
950, , , , ,PL41,PL,Wielkopolskie,1255
833, , , , ,AT13,AT,Wien,1137
1236,Libya,LYYJ,LY,YJ, , ,Yafran-Jadu,1088
1237,Turkey,TR77,TR,77, , ,Yalova,1089
1342, , , , ,BG343,BG,Yambol,1342
1238,Russian Federation,RUYAR,RU,YAR, , ,Yaroslavskaya oblast,1090
1239,Israel,ILJM,IL,JM, , ,Yerushalayim,1091
1501, , , , ,FR264,FR,Yonne,1510
1474, , , , ,FR103,FR,Yvelines,1483
951, , , , ,PL42,PL,Zachodniopomorskie,1256
1240,Poland,PLZP,PL,ZP, , ,Zachodniopomorskie,1092
1241,Poland,PLZP,PL,ZP, , ,Zachodniopomorskie,1093
1242,Poland,PLZP,PL,ZP, , ,Zachodniopomorskie,1094
1243,Croatia,HR13,HR,13, , ,Zadarska zupanija,1095
1244,Croatia,HR13,HR,13, , ,Zadarska zupanija,1096
1245,Croatia,HR13,HR,13, , ,Zadarska zupanija,1097
1246,Tunisia,TN22,TN,22, , ,Zaghouan,1098
828,Croatia,HR01,HR,1, , ,Zagrebacka zupanija,1099
829,Serbia,RS15,RS,15, , ,Zajecar,1100
830,Ukraine,UA21,UA,21, , ,Zakarpatska Oblast,1101
1247,Hungary,HUZA,HU,ZA, , ,Zala,1102
1426, , , , ,ES419,ES,Zamora,1433
1248,Ukraine,UA23,UA,23, , ,Zaporizka Oblast,1103
1249,Ukraine,UA23,UA,23, , ,Zaporizka Oblast,1104
1250,Ukraine,UA23,UA,23, , ,Zaporizka Oblast,1105
1251,Azerbaijan,AZZAQ,AZ,ZAQ, , ,Zaqatala,1106
1416, , , , ,ES243,ES,Zaragoza,1423
1700, , , , ,SI015,SI,Zasavska,1723
1252,Slovenia,SI143,SI,143, , ,Zavrc,1107
939, , , , ,NL34,NL,Zeeland,1244
1253,Netherlands,NLZE,NL,ZE, , ,Zeeland,1108
1254,Netherlands,NLZE,NL,ZE, , ,Zeeland,1109
1255,Netherlands,NLZE,NL,ZE, , ,Zeeland,1110
1591, , , , ,LV009,LV,Zemgale,1600
1256,Slovenia,SI191,SI,191, , ,Zetale,1111
1257,Ukraine,UA18,UA,18, , ,Zhytomyrska Oblast,1112
1712, , , , ,SK031,SK,Zilinsky kraj,1735
1258,Serbia,RS16,RS,16, , ,Zlatibor,1113
1385, , , , ,CZ072,CZ,Zlinsky kraj,1392
1259,Turkey,TR67,TR,67, , ,Zonguldak,1114
1293, , , , ,TR81,TR,Zonguldak,1278
1722, , , , ,CH066,CH,Zug,1378
938, , , , ,NL33,NL,Zuid-Holland,1243
1260,Netherlands,NLZH,NL,ZH, , ,Zuid-Holland,1115
1364, , , , ,CH040,CH,Zurich,1365
